country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
France,2002,Geothermal,49860.67774,33298.80255,6641389647,1305490062,1.61372E+14,383570.2765,68871.59096,30319.14776,617177.2006,670363,0,5413716995,1,18.3404968,318.7886004,162.61012,11.36933259,98.70640863,99.95913086,5.92869413,259.3459308,0.998524364,0.4178294,882280367.7,901185612.4,5.524161342,1,29.44873788,67.58426428,1,764,1.717582081,1,0,99.23480811,27.59272625,6.478467065,0,4.909957747,8.226577168,7.78973167,9.673329696,9.986237609,37.00627714,38.54845029,19.2020408,301,81,6428,494963,8.003130201,1,0
Brazil,2014,Biomass,2839.824853,45329.68128,8230985548,1478631061,1.09697E+14,329027.124,29888.03401,80736.93596,679501.7095,382488,0,6044511291,1,26.50027296,2049.766131,123.5082841,6.35911553,68.78851622,18.83662735,72.57692418,75.3241071,0.422547646,0.366483887,130124436.7,876234523.4,1.1309785,1,61.64838888,40.09690678,1,409,8.941778044,1,1,27.06261145,93.78796729,2.417490826,0,2.212890498,2.098023075,5.599090619,6.788067372,2.139922777,30.29397653,59.14038519,32.15171072,230,96,8865,399941,72.37296255,1,0
Canada,2014,Hydro,54716.83784,23026.03063,3201269869,243581812,1.35448E+14,869050.9701,73178.28408,76280.74827,907657.4917,823924,1,387672743.5,1,-2.84585632,2317.101948,175.7945876,1.068894374,3.957694951,97.76133107,91.18394419,718.7541077,0.778277537,0.056617913,396611348.7,526965129.8,2.898900743,1,31.62774066,9.537498686,1,981,3.966677496,1,0,76.71559912,64.82309974,36.20892396,0,7.314990566,9.855330933,8.055587824,0.196473966,7.619695162,82.50982932,24.52004725,2.757638725,530,19,8892,42169,72.21493671,0,1
Brazil,2022,Geothermal,63860.07458,9492.617475,3763076628,509637622,1.25008E+14,248430.6746,38784.05796,25253.236,887596.2302,598652,1,7885312626,0,-1.981715587,1219.065767,138.3273791,13.47073693,5.963761301,62.4840032,1.496341548,640.2860675,0.265558793,0.437484441,637768076.6,251175964.5,3.290941259,1,70.34439695,17.30689467,0,352,4.893519173,1,0,57.92952162,30.66504252,64.63198435,1,9.858839373,2.742242973,1.148071894,9.918421884,2.88881417,29.48163273,4.272631136,79.80444072,239,2,2207,569733,20.9196124,1,0
Germany,2020,Biomass,58385.92588,27153.37293,25483674.17,1490266142,1.76175E+14,407721.8959,28937.64503,71157.91116,483864.3974,646781,0,9929223838,1,27.22286809,1349.278033,220.7649058,11.26274737,78.69568364,60.55874544,30.88446778,204.5673518,0.273099725,0.331233969,918437728.4,197447999.9,4.116129626,1,23.5195078,68.03137952,0,633,9.469799573,0,1,37.11839296,39.80982783,47.52416331,1,9.403131845,0.335394875,9.362002375,6.978293737,1.691002009,58.67456833,84.63852517,9.158952759,904,98,7862,286676,11.6624404,1,0
Japan,2001,Solar,74690.03381,3981.299766,5183239337,1001176760,1.26883E+14,825703.0069,40176.3199,91100.04633,561556.4885,166763,1,4362454422,0,13.35845008,941.7872593,191.7804668,3.788492772,29.95463572,8.42179834,38.87956042,756.6764301,0.886619674,0.30107898,301786609.2,912743773.6,8.472390915,0,25.0798998,0.727091001,0,205,8.427445397,1,1,15.19792042,15.98540683,35.67158188,0,9.007214823,6.57933389,8.152167424,6.239675601,2.828620641,27.80271037,96.83505306,47.50668079,673,57,4730,172630,59.22238563,1,0
Brazil,2022,Geothermal,93433.78106,16438.6329,5095364540,657007670,1.47341E+14,111650.0249,47761.90714,26430.34597,96755.63826,652666,0,5886306039,0,18.93834128,880.5513262,278.7306559,14.5861156,94.31089899,84.00020884,92.52617312,998.4806377,0.779164513,0.152876651,135620250.6,821971032.1,9.188068875,1,94.07171723,24.83111246,0,271,9.051933043,0,1,22.64722508,76.18034413,7.758214297,0,7.778306065,8.982331673,7.567794402,7.130960033,8.488889613,65.7695186,84.22709044,87.1698205,194,42,6334,818306,10.91147298,0,1
Brazil,2006,Geothermal,36986.35873,25408.74321,1812279127,1327485592,1.72E+14,79242.11601,56507.43182,89279.80379,746922.2632,535864,0,1630717347,1,-0.033216527,2964.779655,267.0717881,14.12455955,44.29526619,50.05318748,74.2001162,127.0793825,0.974948837,0.058186652,725800830.4,299482743.8,3.399120627,0,52.51521695,85.88663628,0,422,3.39498377,1,0,13.12331004,73.85131535,65.39228438,1,4.215667431,2.386373681,4.732513676,5.293930785,4.150090325,32.09387976,21.86652036,86.47141045,481,45,5141,981831,12.89744777,0,1
USA,2003,Biomass,87779.08519,45416.49723,5425866317,1454112478,4.94748E+13,829417.9359,86440.96352,86519.11493,402480.8046,526579,1,8547365351,1,38.42600677,802.1701572,293.5524045,6.890972295,8.106218475,87.10189336,65.18258079,961.2211537,0.226516161,0.191831046,81992008.42,637749888.7,1.099323212,1,0.984244468,40.03076827,0,617,5.329351552,0,0,54.66509113,9.286073308,7.324941739,0,7.400217499,5.704305127,3.211701353,5.223558799,1.659972358,71.7108167,42.92109814,1.917988072,342,66,2617,99493,6.999758645,1,0
Australia,2004,Geothermal,16853.92064,29513.48018,445211380,1041855863,3.65271E+13,848066.2069,21113.23423,67396.3235,133168.1183,179230,1,8786631244,1,14.96033055,1843.647909,275.6479326,7.074869148,64.39540457,91.80764399,58.70726579,509.2612441,0.263544037,0.132544775,801501407.9,672703813.3,4.02696714,0,54.48369444,97.0552363,1,507,6.41506637,0,0,63.79432041,33.48902727,52.86526512,1,0.27695319,3.061866592,1.852022195,1.730389993,6.184590262,67.82551587,79.86489437,55.7023413,915,75,792,205733,91.48158148,0,1
France,2003,Wind,60974.96053,3738.285788,8112190409,398977765,9.58225E+13,580786.1365,27962.36268,39866.34728,954468.3223,563169,0,998181699.9,0,10.64843787,464.4588562,138.3622025,4.199177477,31.64503629,30.35183243,11.22467222,135.3800138,0.297047155,0.276187661,725399514.9,151170993.1,4.428728359,1,66.9148511,79.56585174,0,241,9.068560664,1,1,21.66642931,73.97406652,23.70201686,0,4.469695848,3.609362174,6.221462229,3.067451139,1.62391639,97.57212792,52.44040018,47.4872454,828,82,3669,47688,0.893048479,0,1
India,2004,Solar,35191.32651,39023.69842,8573147989,832146180,1.73582E+14,937214.7283,34704.50915,6123.147137,893422.4017,68664,1,8880924764,0,2.729216036,2616.465465,163.9756423,9.315420247,52.89196872,21.88072114,90.91558884,771.2504609,0.645985153,0.070789762,282081680.4,112735847.4,0.182989882,1,6.77239143,35.81453828,0,949,3.733835164,1,1,15.77675282,68.35004614,31.81295676,1,7.954076969,8.169643535,5.280557306,0.555884187,6.830448134,25.95171816,85.79060318,99.87071891,706,53,8128,329239,6.014354683,0,1
Australia,2002,Solar,22026.00263,42339.07613,7344065462,1208735900,5.08507E+13,246910.3154,96672.98263,74801.04857,802476.804,863105,1,5722638692,0,10.25100778,2048.874086,289.5997098,2.20545829,12.90322929,57.26752494,76.91550375,754.8954671,0.601701143,0.146828375,432404009.8,107278899.1,9.340884555,0,32.76299788,2.905535301,0,394,3.230725266,0,1,55.65093113,90.74341618,0.904770945,1,1.736551192,4.538284442,4.503728269,8.960556251,7.230560766,52.9423173,69.52631408,60.07633836,910,37,531,550840,67.45771033,0,0
Russia,2015,Solar,28480.94584,2779.566148,9462750264,327405573,4.29038E+13,753968.8416,6759.404149,75409.22496,879724.283,752749,0,9532372049,1,26.66237533,2423.363572,131.2024849,4.400801371,49.561018,29.60232836,82.08474364,149.733113,0.116754611,0.24774562,627366404.8,375170377.6,9.66651541,0,44.51192219,40.55945002,0,845,1.45067365,0,1,47.12055005,87.43838849,15.72201185,1,2.892601916,9.640049198,3.964550551,9.595009203,7.827844776,50.52136714,83.13527585,79.63648122,324,76,3822,727519,39.31562951,1,0
Canada,2001,Wind,90637.01731,21974.23633,4624372444,873120182,6.68723E+13,356924.2637,24234.55556,38559.97451,950213.9022,567717,0,5833392927,0,37.70358476,1811.198504,238.8619723,7.031589211,39.20598008,56.89038134,98.33766519,998.5883532,0.929819916,0.363777902,5181391.706,917569828.7,5.538538475,1,63.41821045,15.59789506,1,830,1.562866738,1,1,81.63267288,49.88268522,14.49813349,1,5.371338854,9.066286368,4.516005241,1.974753077,5.420112638,60.5899713,43.20990186,68.9089673,357,35,542,445168,61.01916087,0,1
Russia,2006,Biomass,6409.328322,22983.70577,2114263063,511426195,1.58426E+14,50234.32745,8996.183487,70017.47585,345809.9075,487088,0,3658181312,0,37.46690957,430.3545473,224.0350555,3.650524809,47.46143444,15.19251818,82.28638985,867.472605,0.16407466,0.077871197,170812930.8,106118763.1,1.021312675,0,41.96695695,90.35127037,1,323,1.129000507,0,1,66.58714133,45.6341841,86.0548123,1,4.059889715,1.029278143,2.44298871,0.933477063,7.348021777,66.89424882,20.92730692,78.96942766,360,86,1368,706110,93.63937549,1,1
India,2021,Wind,4874.281041,46080.36759,4544415118,501974406,1.84886E+14,951294.9536,95688.26202,66748.64041,502310.7723,434563,1,5762027762,0,23.9019119,1185.663595,296.2304624,2.01694178,83.03720593,43.85780483,45.40192583,806.2414995,0.364732807,0.331660217,731676130.4,731341677.9,9.137664337,0,48.13325898,72.28186589,0,393,8.541603129,0,1,12.0430582,50.72964739,61.05670089,0,7.159388881,0.190029126,5.774003544,1.296876023,0.548443794,45.58017417,72.00814643,40.2834251,70,42,4685,860487,70.13129186,1,0
Russia,2007,Geothermal,49120.52136,48205.93993,8274442881,26792208,3.23149E+13,417741.3288,94660.61891,75795.88309,136904.2056,247185,0,7242754646,1,13.52103392,249.7299844,256.1043028,11.83632614,70.26314844,89.48500297,2.74929812,384.3853328,0.024077328,0.240862152,741972480.3,145814801,5.623003808,1,89.45876604,53.08885381,1,861,4.551335444,1,1,96.02527649,87.59353901,55.90838883,1,3.108755393,7.143828874,5.113734427,6.878049547,6.612526307,81.51022263,78.01859796,68.90693462,614,80,2588,546286,90.45029456,0,1
USA,2001,Geothermal,36093.60408,29754.45137,6852232671,872609845,3.76542E+13,910849.934,90608.95439,20571.13086,361311.4621,164684,1,8700548030,1,20.59257763,829.1769594,257.838258,9.503106656,74.76713972,3.274338101,47.58828878,657.8069488,0.31119414,0.181948334,928167784.5,956407742.8,4.670424031,1,19.8748811,70.83409364,1,318,7.314719836,1,1,76.12695903,73.31932193,49.7094009,1,5.686925946,9.405621089,1.243798833,9.243778399,1.885687468,8.214308523,84.67848864,13.68813071,699,43,4108,574323,11.0923889,1,0
Australia,2002,Geothermal,24342.16836,4915.950944,5340339581,1302049977,2.41E+13,139560.3968,53481.29921,55547.83049,153227.4208,431968,0,2462943124,1,0.685341541,1182.166992,147.7060987,5.252196348,59.27320265,13.52599697,31.5960649,731.6829633,0.258221298,0.118812236,945537650.4,797891578.6,0.595357831,1,52.41536249,48.87594629,1,538,0.555251011,1,0,32.57514185,56.93892657,39.15739301,1,6.858662949,3.634881071,2.709782845,3.84179472,4.708433302,11.81144927,51.03343235,95.11293448,580,33,8435,336397,55.02565591,0,1
India,2004,Wind,97043.1028,44392.45404,1159750132,228554522,1.4142E+14,809530.9673,37829.43917,52486.45498,579119.9835,429167,0,3420245341,1,-8.671462025,1112.878789,124.6282824,8.583972039,54.76720449,60.11927397,14.18776824,419.080023,0.035940449,0.392173558,763315413.2,909214893.6,5.84990604,1,43.58319523,83.59927465,1,225,1.53351174,0,0,13.40327289,66.36788838,95.75423165,1,9.995256098,5.18680916,1.810275849,3.236274831,5.637837097,20.42098858,51.03806088,77.25579595,323,61,6189,107338,1.489025776,1,0
China,2000,Hydro,12919.14131,46214.40097,6027986577,548644797,7.75071E+13,989552.5079,35633.84249,42089.51297,987010.1816,725595,1,7152429541,1,38.43154083,2015.567752,288.9687156,14.00317112,66.87844551,34.49169314,11.15666386,886.8905523,0.559481399,0.068659154,344054276.6,915475023,9.756997218,1,88.357008,91.24515324,1,714,5.12470446,1,1,25.91615505,12.2198145,38.59641305,0,5.277590042,9.736733197,9.973043586,1.102673243,9.835754273,99.29694364,71.74433375,45.50597445,678,84,7386,488750,44.97215825,0,1
France,2001,Geothermal,6716.523102,18468.34013,8061005567,837480624,1.24919E+14,214818.8675,92025.98343,98314.9524,168977.1985,510364,0,3431374065,1,18.66633582,233.7618021,195.7634162,1.490290479,52.16330041,78.58773463,46.1796678,428.1078233,0.149651204,0.064209649,631221365.9,834583715.7,0.122160073,1,44.43079332,23.98622625,1,700,6.320821306,0,1,14.91089378,57.79632049,89.9087149,0,8.004639476,5.585525425,3.418625297,8.515808026,2.400338851,37.72189767,32.52595622,62.31222518,388,14,362,226435,1.36885383,0,1
Brazil,2012,Hydro,69227.30883,20616.88155,834828340.6,802980989,1.16909E+14,231517.5891,31481.61531,70189.67336,682154.507,629617,1,9658003967,0,27.16525311,662.4778744,279.4532032,10.0733279,35.96351813,8.988924531,92.17709851,661.1975984,0.227165497,0.484847745,623853202.6,288599746.4,8.211100821,0,98.93448836,92.22981042,0,981,9.247866459,1,1,95.24366597,35.25926848,52.86778535,0,0.691688274,1.131856623,9.646673982,6.863505572,0.878183644,66.66035609,45.86175448,5.700000486,28,34,4367,569721,85.20830044,1,1
Canada,2013,Wind,51668.61252,2353.378078,6561285512,905090455,7.66141E+13,395506.8903,41000.69668,93430.50823,988620.0464,877645,0,5428341104,0,0.676953226,1260.522792,291.2017957,10.14315824,84.53359583,7.63201552,58.24251595,830.2959131,0.807644061,0.49713376,201982272.1,783798151.7,1.349300235,0,58.98399909,98.03407192,0,170,5.510531924,1,0,22.01359872,49.11361944,90.4102506,0,4.319749468,2.240600015,7.353681499,9.887544601,2.338813338,59.85364181,69.56975392,26.16493451,597,79,3251,940571,46.50101084,1,0
Russia,2019,Solar,29384.79308,15004.51852,8927088210,368954468,4.9256E+13,747473.9525,34059.35011,94242.50034,379073.4012,239707,1,4131096675,1,39.279672,2543.210038,120.794144,12.13967796,3.49728151,22.0946569,43.59617628,407.6790091,0.107775643,0.308632692,98160544.33,170221345.8,0.968811912,1,17.20317481,97.66986394,1,401,1.857041744,0,1,86.90902323,54.36640735,89.61696337,1,4.3727385,0.42011976,7.579126552,6.408620009,2.179187893,93.25640155,2.396330308,39.58090413,629,70,1851,39103,28.6485588,0,1
France,2000,Solar,68331.65308,47264.3989,9429459570,1254852229,4.7385E+13,161307.8079,48244.65431,7772.102689,728241.6467,109821,1,3018076219,1,8.316495073,2419.538794,191.9473134,3.177294038,65.22325257,23.14568998,77.04932206,221.9865653,0.509081453,0.318000027,780290787.4,132368232,8.075829829,1,74.45885646,87.28787418,0,576,8.984090303,0,1,3.250370262,38.83846007,66.77929566,1,9.319323809,7.563151428,0.622201201,4.885158264,9.935596616,70.65481625,99.47205592,92.14770977,287,26,8646,669601,13.99611304,0,0
Japan,2016,Solar,80645.63521,25428.83353,3463718278,319012582,6.06511E+12,850029.1828,57001.5023,71809.45194,205707.6595,743969,0,1789672658,0,19.99078511,2303.778869,136.9403249,14.95147297,47.14653893,96.6503518,60.45654297,772.1274041,0.042994931,0.090211576,654542535.8,315217598,7.263669498,0,67.03861188,89.24424228,1,885,2.252582382,1,0,73.49388343,76.52136507,56.19899714,0,3.027864945,9.937648446,5.466958339,8.432745525,6.103502643,41.62356397,85.28760367,51.87735003,439,88,4954,751375,60.185466,0,1
Russia,2022,Wind,92926.49143,33483.52936,4962067773,455807194,7.31563E+13,881120.3552,38969.79279,36598.5793,783872.0391,407812,0,2945728677,0,5.302792935,256.9038502,170.6265269,9.36179814,76.80180911,88.18944447,37.92064878,616.3041117,0.784112661,0.416647445,852923177.3,967996360.3,6.542714643,1,95.62674486,62.06341149,0,748,7.366073931,1,0,91.9181795,92.35673668,53.79127273,1,4.372282047,4.211914401,1.589285599,9.548137435,8.94235497,79.57436015,82.86608429,70.07921639,100,90,6391,152467,33.75861025,1,0
China,2017,Solar,55113.24242,6425.209081,1800639272,313704241,1.4081E+14,464052.6838,50498.0868,49819.13789,459126.9387,929444,0,4596327306,1,-5.865668518,2808.879458,214.5671089,1.730628782,42.14881901,69.77174831,73.82505392,671.0377386,0.302177525,0.129717611,56646258.87,454411696.3,3.747857755,1,94.60038338,78.89689005,1,295,3.600324506,1,0,3.739708306,56.03047203,55.5644132,1,1.761380106,4.655002585,5.361584555,9.457350949,9.846666053,42.16155794,57.27115338,23.63052469,167,69,4657,284210,0.087204955,1,1
Germany,2012,Biomass,26715.63454,18475.08258,9619938643,146989394,1.02197E+14,355902.0419,94110.27153,6635.672925,693346.2372,704726,0,3705334548,0,33.21257929,1664.051911,133.4519741,6.270598243,20.12730325,96.9078798,77.57435862,175.4414242,0.551043632,0.44532472,697917595.3,659711744.3,0.903567384,1,66.45856458,46.17747404,0,891,4.850680838,1,0,98.20871792,31.0445021,1.550255615,0,6.581549813,5.14588579,7.26357125,6.409062584,5.060645768,39.68678785,87.34495594,47.36626639,59,41,7519,913781,37.41698158,1,1
France,2001,Hydro,89752.40718,48588.64396,1597434537,1255329872,5.93909E+12,627156.4344,3512.367767,6093.816451,267984.9602,65137,1,243008584.4,1,13.36711541,1069.369595,103.3522347,3.006244572,45.55410199,21.67500317,19.31174297,656.5869961,0.959881803,0.347835604,160032796.8,447448064.9,9.435138066,0,11.84603671,37.94444058,0,330,6.452012695,0,1,44.29722124,53.53546309,26.88336645,0,7.620046695,8.895041171,3.028777362,8.829254954,8.431550722,72.8780894,38.87625132,10.04903002,103,35,4796,591058,26.47040788,1,1
India,2003,Wind,47064.24583,10203.26477,9052044082,1316539099,4.02725E+12,217183.5761,7865.245676,63713.57003,796363.7594,822385,1,2140785224,1,15.8315597,2647.82154,289.9378138,1.68272483,67.54835342,60.45397097,94.06081129,922.0086187,0.306263451,0.250287964,276780581.1,497455386.8,6.215897862,1,26.8700345,17.4451821,0,555,4.255348094,1,0,12.40929448,73.56247685,97.22642172,0,4.391160291,0.326751764,7.52020327,6.992429966,3.906966211,17.04588933,1.529130218,74.50746258,747,56,7191,507215,43.86687811,1,1
Brazil,2023,Wind,47392.77453,27944.24536,3582928192,1267613103,4.68455E+13,494158.2844,32770.04453,97417.12414,322852.78,815255,0,666756757.2,0,10.53438261,1778.078795,180.0522662,12.48929021,11.80208562,54.62170546,53.54681806,143.9423693,0.461986215,0.260516876,62178404.66,442057630.1,5.078147379,1,90.34865701,43.90831753,1,235,3.344852156,0,1,49.33339988,38.50340336,51.61671322,0,2.177972995,0.616151687,6.11086608,0.187740388,5.074639425,14.90182877,31.02383899,59.98598802,372,36,1583,408417,10.49239982,1,1
France,2009,Geothermal,37177.33624,44781.40088,9580633644,917181262,1.85083E+14,722017.8442,51102.77305,27938.28431,687706.4182,26515,1,4241693444,1,4.783797604,1884.222461,176.5046919,5.536740185,76.40417002,50.72176285,36.94421247,86.10273734,0.523671503,0.168417598,778416453.6,53300693.77,6.651211774,0,16.23447239,95.35963089,1,604,8.560508148,0,1,27.26516262,12.30601627,60.67651561,0,8.85498107,2.020514923,0.908063118,3.659780405,8.261616377,48.91239591,96.38652427,69.73514568,203,99,2348,165220,11.87807651,0,1
Canada,2001,Hydro,68887.01283,22179.16747,6084055454,923421852,1.21516E+13,588061.3562,52617.51089,68298.63558,908789.3458,507574,1,2384112138,0,26.48472687,1397.374926,202.8377806,6.918376047,42.29550793,34.01448149,32.45165353,866.0736368,0.70054962,0.108142249,705571872.4,364848328.2,5.191729208,1,71.83204925,14.57630593,0,132,1.702764862,0,1,84.32898415,42.30861053,73.72145894,1,9.3169571,6.975875976,4.050214958,1.836410284,5.57393271,4.931137828,54.35592094,10.57276762,332,79,8028,725107,58.46191716,0,1
Japan,2023,Biomass,91360.18087,39446.45435,9127505891,1141424936,3.31973E+13,443127.5178,34900.96571,5335.985551,392543.5053,892270,1,4781309169,1,21.17138455,230.2687385,104.5034561,13.42034763,13.27610513,50.90606315,38.36566175,139.2651474,0.351430403,0.110721677,291138566.6,469923290.2,6.228483162,0,73.40454862,57.34541092,1,412,0.378700234,0,0,39.89958618,5.613232304,62.59230882,0,1.250459128,2.692846953,0.61366509,2.048849185,7.496988057,38.77740572,16.97082757,71.8330782,107,3,4270,843662,91.62947171,1,1
USA,2004,Biomass,51775.81008,44822.84022,4701495419,1030290613,3.03157E+13,152731.4254,34437.5151,89614.76707,577238.8196,813373,1,4692372097,1,25.14533072,1517.19139,113.5360341,0.623806724,70.55104871,22.58242754,22.34498546,890.5898886,0.591136228,0.144595953,23063889.74,508482858.1,6.494227432,1,90.74709731,52.70652149,0,408,5.84850063,0,0,23.67835672,99.56988469,82.38126579,0,3.797751721,0.691376802,1.490801062,6.763170729,1.715425375,46.6529001,90.40460446,95.72537874,816,67,1035,668310,18.23430728,1,0
China,2009,Hydro,42597.12939,13534.08872,9411380829,274038623,4.14076E+13,654705.3992,17638.72692,2674.569216,641183.8636,315100,1,5268966930,0,19.5194302,336.8670205,245.8993283,10.6597326,79.56066474,2.061252434,93.84007113,968.5656909,0.913968397,0.065007344,656786698.6,84754258.36,7.934524074,1,30.59419448,54.60048562,1,109,5.845723324,1,1,78.70713789,22.56272159,59.36523735,1,0.566817402,8.398371962,4.555861853,5.166754556,5.701230251,4.838377038,14.48676863,56.70591782,202,6,5760,767047,58.86066339,0,1
Russia,2019,Geothermal,52356.40126,43587.23319,932807320.5,23010676,1.73382E+14,168252.8436,12941.82037,46237.36119,946446.0483,48821,1,1981669549,0,33.25227632,1623.784162,160.0043084,4.202077599,23.3964817,24.26877671,56.77278026,889.4536625,0.462130411,0.321660629,124638966.9,650095306.6,1.777069574,0,40.05266868,81.58004586,1,460,4.04487113,0,0,33.92413668,70.48994113,65.09641404,0,6.710734922,7.862005991,5.937590774,3.988746583,5.250485234,91.53150833,54.18510864,17.56900708,794,17,5393,908185,86.76818016,0,0
Russia,2014,Geothermal,12506.77252,42267.78408,9288505303,909950468,6.97782E+12,23628.93374,7225.828144,58488.49408,328707.6235,260613,1,7823915957,0,7.743609245,567.0884848,293.6279715,1.23928877,69.54614898,91.15672786,31.30083453,325.5623744,0.405971954,0.335196163,581395493.3,700858353.7,7.956753245,0,18.03674382,18.35225878,0,495,5.268908105,0,1,85.95794191,5.027024958,19.6987988,0,7.422297202,1.817610711,9.290870498,3.747466336,4.304007764,2.773070919,6.071443546,74.39691232,569,36,3048,544538,68.9861364,1,0
Germany,2016,Solar,41501.83254,22751.90428,1954184959,135306634,1.68589E+13,673443.3805,53120.19772,43723.4727,83423.89662,375894,0,2049812366,1,7.181522588,1628.723213,203.6190285,10.82106119,49.56875595,31.00462455,45.46302861,833.5042326,0.104877448,0.403002643,100001607.1,304807821.2,2.908098239,1,3.392463889,33.2594287,0,680,4.121235552,1,1,69.92988282,45.59547001,95.45485926,0,7.689152481,7.965193446,0.879318134,9.626839901,5.463077126,71.76564744,2.33415871,34.82747954,299,31,7929,13713,31.40363177,0,1
France,2010,Hydro,66092.50709,28044.18867,8622074263,185869925,8.06896E+13,477000.6045,22482.17696,53715.50684,549901.4936,492376,1,3650618598,1,25.785073,620.4252921,253.8438284,8.517232313,43.8072732,77.1590338,78.41223901,477.6737782,0.094496798,0.392179493,654569784.4,899477123.1,7.412390782,0,14.65471144,21.82759539,0,145,7.730750972,0,1,86.89608067,56.76780679,69.73085039,1,8.531426098,8.052770011,2.811515792,9.574182477,5.224734435,17.48247205,28.28634555,94.75765846,448,84,6381,299138,53.09057645,0,0
Russia,2009,Geothermal,38293.72026,49041.15943,6188427610,1367249786,6.34095E+13,138017.6317,12925.16481,34613.98093,443248.3038,440430,0,3963988283,1,32.0959887,1639.606178,134.0990915,11.38952551,5.463095316,33.22854217,1.720090213,614.1420387,0.593312846,0.157055776,878649152.6,766215762.4,4.731195133,0,37.91581703,16.41540555,0,194,3.632408019,1,1,59.10325335,16.36738007,87.88690485,0,6.788256519,0.333511372,3.791894226,1.554245453,0.934711527,27.97955649,35.46605548,7.049002642,828,55,6268,591156,29.40115455,0,1
Australia,2006,Wind,61007.89942,35500.28447,6321123877,1328753637,7.46176E+13,684673.3526,37762.64295,10145.16262,865798.2963,965154,1,2698164496,1,16.8282458,231.9299832,248.0344098,7.954752923,78.2722691,51.00605563,99.02379231,595.6727257,0.368207399,0.349619905,197715584,888114879.4,4.822704981,1,97.27249479,12.84657156,0,195,5.174654372,1,1,37.01480651,59.8865438,19.75337848,0,6.908139295,4.387301946,6.171949458,0.231854896,2.120116562,2.932993386,35.20969782,11.34328025,741,77,7703,751572,11.62642163,1,0
Germany,2021,Solar,69110.30273,1600.085286,8550041700,500965028,5.33848E+13,512267.0915,22131.13335,4929.405981,57274.84898,514169,1,4099020036,1,-7.964473009,1349.097422,268.9358107,5.108221127,75.14871954,35.54845784,24.77372591,569.6105825,0.666117061,0.397699922,313176781.3,278437875,6.257556861,1,23.42857899,32.72754139,1,278,0.624533642,0,0,65.41689059,5.330490719,42.37643234,0,0.267633851,1.788891909,5.83495287,4.45974805,4.369496058,97.4846147,77.204171,27.13724422,503,24,4533,158901,51.97090378,1,0
France,2000,Wind,74584.15037,34817.2963,2031265831,1320241007,1.33286E+13,679526.1118,75529.09184,58945.07109,501263.249,680165,1,361690880,0,30.0343085,1023.185597,274.3392653,6.351837025,27.65300441,74.03966207,44.66893948,307.6624266,0.501579257,0.208729301,696643405.3,506524456.4,7.19198142,0,42.48764595,1.831976382,1,381,1.926291379,1,0,14.14859219,52.98559811,73.41816178,0,5.035513713,5.041279479,6.488465364,5.570102957,9.583090619,31.12463078,20.04507398,75.84903439,823,52,2362,233450,18.40785409,1,1
Canada,2005,Hydro,93109.53947,23891.68469,7930483452,547578890,6.83505E+13,213425.7784,95797.35259,82470.6043,890007.7049,263763,1,2284363532,0,9.128550498,1478.529605,144.2785597,2.194348378,4.367180028,28.15764752,65.45837744,963.951591,0.825299657,0.470391163,892627991.5,929624905.6,3.974761235,0,67.544814,50.38965719,0,605,1.060013207,1,0,7.779696329,56.14289804,11.04125082,1,8.367158914,9.138210065,4.74715076,3.05437784,5.27064286,56.04399178,21.25513282,53.89810052,398,48,6892,605749,71.69968245,1,1
China,2019,Geothermal,40033.66038,43855.27753,5169529517,377924359,5.26804E+13,45158.79633,60145.54951,85312.02211,291619.0144,838571,1,5667096321,1,5.429202706,419.8330455,176.0774358,2.635045306,10.21416491,90.41375381,72.60938123,751.2486842,0.453267677,0.224826322,211338661.2,811077229.1,2.534085409,0,58.58834597,80.62420976,0,311,2.374119695,1,1,58.02800649,76.40958261,86.90830993,0,7.031606307,0.344343744,9.381419794,4.167287722,7.418505102,99.89845831,25.11784394,46.81670056,335,22,1888,84438,15.79224244,1,1
Japan,2017,Wind,56029.22645,45079.70005,5625618233,358379653,1.70667E+14,830750.5599,74126.3694,66513.2186,256558.8188,54810,1,8639953686,0,27.61796782,1720.925864,230.5878219,11.20521357,92.76953672,5.978138319,94.53371917,799.6723421,0.262667909,0.248671709,488663332.1,150629739.3,2.491586062,0,49.66555623,89.54885816,1,131,5.826909861,0,0,94.28808231,83.98890576,29.80474765,0,3.342677773,9.402322864,8.379250145,6.672201962,0.167274346,64.23769133,3.81568686,54.92206673,894,47,997,806169,51.03599554,0,1
